communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
Woodburncity,OR,,,,13404,2.8,0.28,79.3,0.46,31.42,12.84,23.68,11.71,22.74,,,22253,58.61,1.48,45.57,47.61,8.52,23.12,25389,9302,10411,6419,4197,16043,4980,5153,2914,22.45,20.1,36.64,8.55,5.64,47.51,24.87,18.07,22.53,18.51,6.73,23.92,9.08,7.98,3.25,74.25,69.47,77,71.01,46.89,61.68,455,3.68,2532,27.84,43.36,50,58.77,5.26,8.19,9.44,11.1,64.38,12.31,12.78,9.02,2.7,2.42,3.29,61.18,11.68,65.56,,135,97.26,68.16,2.22,31.11,1970,6.33,0.53,43300,51900,66300,23000,265,335,388,123,402,27.6,22.8,12.4,18,,18.89,40.35,46.81,72.38,83.28,,,,,,,,,,,,,,,,,,4.4,3071.5,0.73,,,,,,,521.09
NationalCitycity,CA,,,,54249,3.67,8.46,40.89,17.67,49.61,19.27,37.89,21.93,8.32,54249,100,22129,77.4,0.49,21.4,22.5,20.05,16.71,24040,8658,10736,8800,14077,8452,5965,6449,10092,21.34,21.16,41.07,9.06,8.18,60.95,18.33,18.19,18.9,13.51,9.25,44.91,15.46,12.12,3.63,63.14,57.94,70.36,63.66,46.64,53.49,2286,5.57,19345,18.31,29.75,40.91,51.03,6.53,10.61,14.59,18.2,43.52,14.19,13.97,10.88,3.22,3.28,3.19,36.12,29.07,73.7,,470,96.92,35.46,1.49,23.4,1962,4.6,0.4,90300,114700,141900,51600,346,441,539,193,476,29.7,23.7,10.9,,10,35.66,34.95,37.65,69.74,75.56,,,,,,,,,,,,,,,,,,7.8,6919.5,6.02,,,,,,,1469.9
Clintontown,CT,,15350,,12767,2.74,1.02,96.77,1.03,2.93,13.45,24.99,11.69,8.99,,,45884,85.1,0.83,53.91,21.24,2.26,12.62,51534,17698,17793,16409,12898,21009,10218,9590,421,3.33,3.18,14.15,26.46,4.84,72.21,19.86,21.92,12.73,30.38,8.03,27.27,11.69,9.91,3.15,83.9,82.14,94.51,90.65,61.88,74.3,115,1.32,361,19.67,21.05,26.87,28.81,0.56,0.6,0.76,0.81,94.24,1.19,4.07,3.09,2.72,2.84,2.3,80.91,1.22,36.79,,752,86.1,77.42,0.93,68.35,1965,1.05,1.61,151400,174800,215400,64000,488,640,750,262,775,28.7,24.7,13.5,46,,2.83,62.52,54.9,73.72,89.19,,,,,,,,,,,,,,,,,,16.9,756.9,0.87,,,,,,,68.39
AmericanForkcity,UT,,,,15696,3.83,0.05,97.69,0.77,2.4,20.03,30.7,13.79,7.26,15696,100,29624,80.03,2.42,42.13,24.26,5.68,19.1,31851,8620,8666,,8758,6969,6002,5354,1221,8.08,6.87,16.35,20.05,6.09,61.51,15.74,30.26,14.82,27.91,4.6,28.84,7.03,5.85,4.12,86.56,85.47,94.22,87.42,60.28,67.56,39,0.29,236,13.98,13.98,24.58,42.37,0.21,0.21,0.37,0.64,96.12,0.55,24.41,20.8,3.7,3.82,3.36,77.74,6.47,30.29,,126,97.02,75.44,3.97,46.83,1969,1.81,0.5,52500,64300,77900,25400,252,304,378,126,384,24.4,21.3,12.3,,,1.5,78.03,59.24,85.85,91.48,,,,,,,,,,,,,,,,,,6.4,2469.5,0.89,,,,,,,188.13
Livermorecity,CA,,,,56741,2.75,1.52,89.39,4.6,9.85,13.48,27.36,12.18,6.45,56741,100,49149,87.52,0.7,49.73,15.83,4.61,15.13,53181,19330,19965,13456,16976,16569,10401,11899,2915,5.18,3.2,11.78,27.28,4.19,73,14.86,28.18,9.62,31.32,9.95,27.74,13.73,11.86,3.14,78.77,76.46,84.81,78.15,62.35,70.28,542,1.51,3733,17.36,26.49,32.04,39.73,1.14,1.74,2.11,2.61,90.62,1.43,4.47,3.36,2.74,2.82,2.56,69.24,3.57,32.77,,846,96.06,67.14,1.18,12.88,1970,0.72,0.11,181600,217300,264100,82500,555,680,839,284,762,27.8,25.9,11.8,41,,6.58,56.66,46.26,76.73,90.54,,,,,,,,,,,,,,,,,,20.3,2789.6,1.55,,,,,,,314.07
Franklincity,OH,,,,11026,2.71,0.79,98.77,0.25,0.14,14.91,29.09,14.17,9.85,11026,100,25569,75.34,0.89,27.69,27.92,10.26,17.39,30020,10566,10559,15861,3000,7881,,8927,1785,16.4,18.36,39.42,6.47,8.17,56.47,33.04,14.82,25.72,13.99,10.54,24.13,15.09,12.97,3.09,72.77,69.83,70.94,76.3,51.67,64.05,132,1.49,80,12.5,12.5,12.5,22.5,0.09,0.09,0.09,0.16,97.41,0.34,3.89,3.02,2.68,2.76,2.56,62.03,2.31,43.49,,137,96.74,60.28,5.11,35.04,1960,6.9,0.12,44100,55600,70400,26300,191,270,338,147,361,25.6,17.4,12.2,,,0.73,69.94,55.26,79.49,94.39,,,,,,,,,,,,,,,,,,8.4,1306.8,0.2,,,,,,,235.07
Somersettown,MA,,62430,,17655,2.75,0.14,98.91,0.66,0.78,13.65,23.26,12.34,16.04,17655,100,36418,74.04,0.87,53.54,38.1,4.36,24.36,42878,15030,14942,11920,,28026,137000,14341,611,3.49,16.38,30.13,21.2,6.26,61.9,19.66,27.8,13.33,27.03,5.1,26.73,6.74,5.96,3.1,84.45,80.65,90.66,83.75,75.33,80.98,110,0.77,1457,0.48,0.48,1.44,3.64,0.04,0.04,0.12,0.3,78.88,2.67,3.78,3.03,2.73,2.86,2.1,87.28,0.95,30.5,,204,96.92,83.43,3.43,39.22,1956,0.56,0.2,117300,141400,167700,50400,256,441,544,288,513,23.1,17.8,13.1,,,8.25,79.21,78.11,95.74,96.64,,,,,,,,,,,,,,,,,,8.4,2100.6,0.39,,,,,,,96.73
Hemetcity,CA,,,,36094,2.07,0.68,90.88,1.18,14.91,8.35,17.88,8.49,37.25,36094,100,20382,45.98,0.38,47.43,58.55,10.72,32.73,25761,12270,12731,8361,14047,7792,6639,7278,4985,14.05,11.41,32.67,9.19,9.76,32.39,11.6,23.04,15.65,20.04,10.76,17.75,13.42,12.24,2.59,62.1,58.46,66.4,65.81,47.38,56.53,789,2.54,3604,16.4,27.69,33.52,40.54,1.64,2.77,3.35,4.05,86.09,3.4,3.45,2.08,2.04,1.9,2.28,57.94,4.86,83.88,,2295,88.35,62.33,0.61,26.27,1976,3.59,0.18,71800,89900,113900,42100,346,435,532,186,500,31.4,25.7,11.4,48,,9.99,33.33,36.1,66.22,87.7,,,,,,,,,,,,,,,,,,18.2,1982.8,0.29,,,,,,,920.55
Murfreesborocity,TN,,,,44922,2.63,14.49,82.31,2.79,0.8,20.71,38.51,24.46,8.8,,,26394,81.02,1.11,36.1,21.71,5.47,11.74,35633,12983,14030,7551,10886,10868,2852,12255,6525,15.99,10.5,23.03,27.24,5.97,64.7,19.64,25.58,15.19,27.63,8.6,40.91,12.4,10.61,3.02,70.01,66.06,80.64,68.79,69.2,74.64,1569,5.68,1315,22.51,38.33,52.62,61.06,0.66,1.12,1.54,1.79,95.34,0.86,3.24,1.98,2.38,2.63,2.15,52.6,2.5,53.5,,1598,91.46,47.57,2.32,20.34,1974,5.05,0.43,57400,78200,103800,46400,263,326,393,130,388,27.2,20.9,13.1,44,,2.93,63.58,36.57,65.04,84.18,,,,,,,,,,,,,,,,,,31.5,1428.3,0.09,,,,,,,791.96
Evanstoncity,IL,,,,73233,2.62,22.87,70.57,4.83,3.67,17.76,33.65,19.76,10.1,73233,100,41115,83.04,0.78,58.96,20.98,3.43,11.4,53625,22346,26720,11643,11626,13868,7562,12044,6409,9.85,4.87,10.82,57.99,4.28,65.86,10.87,44.55,5.07,48.2,6.9,45.73,11.65,9.46,3.02,72.34,69.27,89.27,67.48,65.9,75.66,1752,4.51,8389,22.57,29.11,38.49,44.69,2.58,3.33,4.41,5.12,87.4,,4.93,2.86,2.31,2.6,,57.49,2.58,58.32,,1210,95.85,51.06,1.24,27.11,1939,1.28,0.41,113500,184800,291800,178300,471,584,719,248,636,27.9,20.8,12.9,43,12,11.46,48.18,44.94,74.19,78.07,,,,,,,,,,,,,,,,,,,9117.7,21.73,,,,,,,
RiverRougecity,MI,163,68760,,11314,2.65,35.15,62.76,0.28,3.34,15.79,28.82,14.55,11.06,11314,100,17500,65.84,0.31,20.7,30.36,26.54,18.67,22174,8872,9043,8612,8742,9976,7310,7426,3207,28.51,12.31,36.03,6.14,17.07,44.54,32.43,16.46,28.24,11.19,16.26,37.9,18.8,17.63,3.27,46.34,43.09,48.35,50.5,39.55,52.74,1109,11.21,272,,,,10.66,,,,0.26,94.61,0.87,8.34,5.67,2.65,2.81,2.47,56.47,4.03,50.51,,398,91.47,53.23,8.29,42.71,1939,11.06,0.56,15800,22700,31100,15300,189,257,306,117,325,32.2,17.4,14.5,,,2.4,73.05,61.23,95.09,96.45,,,,,,,,,,,,,,,,,,2.8,4093.3,3.88,,,,,,,
Atholtown,MA,27,2480,,11451,2.61,0.51,97.97,0.57,0.89,12.85,24.33,10.79,14.56,,,27095,72.4,1.15,37.66,30.79,10.04,21.16,33263,12444,12440,6179,3828,38495,7903,10000,1312,11.67,8.78,24.91,12.28,10.77,56.14,33.51,23.31,21.83,18.25,9.59,27.19,12.66,11.23,3.13,74.33,73.06,83.07,76.38,53.02,62.95,201,2.14,440,4.77,6.14,9.77,9.77,0.18,0.24,0.38,0.38,94.3,0.78,4.71,3.31,2.58,2.72,2.25,73.6,1.71,43.97,,461,90.48,69.72,1.74,60.09,1939,3.86,0.76,78000,94900,118600,40600,234,374,452,218,437,27.6,22.7,12.7,,,3.84,79.15,57.01,82.17,94.05,,,,,,,,,,,,,,,,,,33.8,339.3,0.32,,,,,,,1064.63
Littletoncity,CO,,,,33685,2.42,0.88,96.09,1.39,5.21,12.43,24.93,11.73,10.75,33661,100,34006,80.9,0.58,50.4,22.46,3.74,16.07,43656,18360,18535,18581,10730,11136,10045,11036,2432,7.34,2.63,10.15,35.7,4.62,67.42,14.3,25.39,7.83,36.19,11.16,27.61,15.79,13.59,2.97,74.6,74.33,83.77,77.21,68.89,75.48,305,1.17,1032,12.79,21.41,26.26,35.85,0.39,0.66,0.8,1.1,94.21,0.99,3.35,2.22,2.39,2.65,1.98,67.24,1.77,45.78,,873,94.09,60.6,0.34,21.42,1970,2.05,0.13,80400,97700,127000,46600,293,379,481,188,429,27,22.3,11.8,,,3.07,37.11,45.47,67.85,84.19,,,,,,,,,,,,,,,,,,12.8,2636.6,2.57,,,,,,,278.64
Homewoodvillage,IL,,,,19278,2.61,6.4,91.39,1.78,1.45,11.46,20.82,8.8,14.85,19278,100,47064,78.78,0.34,65.33,29.39,1.47,18.8,53605,20979,21060,18114,17154,29197,16506,15127,259,1.36,3.33,9.5,38.04,3.61,64.59,13.34,31.23,4.21,43.2,5.82,23.93,8.68,7.36,3.09,87.73,86.75,98.51,88.93,62.35,71.16,91,0.64,760,5.79,10.13,10.13,15.13,0.23,0.4,0.4,0.6,94.14,0.51,3.44,2.53,2.58,2.7,1.82,90.14,0.34,36.08,,165,97.81,86,1.21,32.12,1961,0.2,,80000,99900,125000,45000,449,512,577,128,573,27.9,19.1,12.7,,,3.94,74.59,60.19,90.52,93.54,,,,,,,,,,,,,,,,,,5.4,3554.2,19.22,,,,,,,
Jacksontownship,NJ,29,34680,,33233,2.99,3.14,94.45,1.51,4.35,13.22,27.04,11.92,8.65,19675,59.2,44690,84.67,1.12,44.29,22.1,3.55,13.8,48592,16106,16052,17496,17185,15132,18354,15844,1234,3.76,6.61,20.48,16.29,5.68,67.52,15.57,19.42,12.64,26.33,6.19,25.84,8.44,7.35,3.33,87.16,83.3,94.52,85.4,57.83,67.54,465,,2133,5.77,8.25,11.95,14.72,0.37,0.53,0.77,0.94,89.48,1.04,6.07,4.9,2.96,3.02,2.56,88.96,1.3,35.49,,717,93.94,87.22,2.65,54.11,1974,1.22,0.13,119100,143100,171700,52600,487,592,718,231,676,30.6,26.6,16,,,6.42,59.5,52.08,67.35,91.09,,,,,,,,,,,,,,,,,,103.7,320.6,3.61,,,,,,,67.2
HarkerHeightscity,TX,,,,12841,2.77,10.29,82.84,3.26,9.18,16.13,34.37,17.74,4.02,12841,100,26470,87.53,1.14,33.55,11.22,4.76,16.58,28046,12288,12752,10370,22482,8368,8057,9493,1436,11.21,3.54,12.4,27.1,4.37,68.94,7.45,31.56,10.88,32.6,8.38,21.26,12.82,10.61,3.11,78.49,74.29,82.82,81.71,56.45,64.63,173,2.12,855,5.61,11.46,26.2,38.13,0.37,0.76,1.74,2.54,87.65,0.92,4.19,3.31,2.77,2.85,2.67,55.45,4.73,43.46,,553,89.33,53.88,0.54,29.66,1979,7.19,0.1,61600,85000,111700,50100,254,312,397,143,400,24.5,22.8,11.4,,,6.66,33.15,35.04,55.12,64.61,,,,,,,,,,,,,,,,,,11.8,1084.5,0.24,,,,,,,824.95
Tullahomacity,TN,,,,16761,2.54,6.89,91.91,0.85,0.67,13.06,24.19,11.26,13.08,,,26298,74.61,0.92,42.93,29.8,8.26,14.78,33296,12606,13009,7646,6476,9234,6278,6025,2354,14.22,13.96,26.24,21.59,5.45,58.21,26.92,26.1,19.89,30.46,8.97,21.91,13.29,11.3,2.99,73.77,70.28,77.93,78.34,64.36,67.48,218,1.55,245,3.27,16.33,16.33,29.39,0.05,0.24,0.24,0.43,97.53,0.3,3.12,2.29,2.51,2.59,2.35,67.11,1.7,38.58,,512,92.81,64.92,1.95,35.74,1965,9.48,0.15,38500,55800,79400,40900,151,230,304,153,304,25,18.7,12.9,,,1.46,65.09,51.62,75.51,87.02,,,,,,,,,,,,,,,,,,23,730.1,0.28,,,,,,,155.37
Belmontcity,CA,,,,24127,2.39,1.59,86.83,10.01,7.27,9.97,24.66,11.31,10.51,24127,100,50859,83.94,0.5,56.32,18.88,3.17,14.08,63718,25827,25988,21090,19379,26531,17921,16524,1123,4.71,2.13,8.47,36.77,3.41,73.24,14.62,22.99,6.65,36.64,9.54,32.37,13.29,11.46,2.86,81.75,78.69,87.24,76.82,72.03,73.39,182,1.26,3982,12.96,17.23,22.25,27,2.14,2.84,3.67,4.46,80.54,1.73,2.32,1.51,2.34,2.62,1.96,65.18,3.26,46.66,,215,97.92,58.31,1.86,28.37,1962,0.7,0.06,329300,408200,492000,162700,607,697,888,281,734,27.6,25,12.2,,,16.5,51.64,52.49,78.09,90.27,,,,,,,,,,,,,,,,,,4.7,5142.2,4.68,,,,,,,166.15
Waynetownship,NJ,31,77840,,47025,2.98,1.06,95,3.12,3.08,14.01,25.19,13.66,11.48,47025,100,59290,85.9,0.71,63.26,25.74,2.29,14.92,64933,25131,25340,12024,7181,26974,9908,16906,1027,2.28,5.87,14.66,35.8,3.91,66.45,19.47,23.57,7.47,38.33,4.63,29.94,6.88,5.81,3.2,89.41,87.54,94.41,86.12,46.95,62.85,178,0.54,5068,7.2,13.3,17.88,23.13,0.78,1.43,1.93,2.49,84.97,1.48,4.46,3.64,2.86,,2.1,88.48,0.86,25.64,,549,96.63,84.34,2.73,45.36,1962,0.34,0.21,191200,242200,301200,110000,511,693,872,361,738,26.9,23.1,13.7,,,10.78,63.4,64.92,81.74,93.56,100,202.48,94,190.33,38849,78660.8,388.5,202.5,96,99,,,,,,12,25,24.7,1905.3,4.11,36,5008196,94,,,101405.1,125.54
Fairfieldcity,CA,,,,77211,3.04,13.8,68.17,10.7,13.22,14.9,30.66,14.46,5.95,77211,100,36886,87,0.48,35.73,15.5,9.13,20.18,39704,13713,14835,11977,12863,10994,10082,9976,5492,7.42,4.69,15.84,15.43,6.11,67.46,12.98,19.99,13.83,22.39,10.14,29.87,14.94,12.54,3.29,75,72.23,80.48,77.02,57.6,65.44,1846,3.51,8916,11.44,18.86,27.66,37.29,1.32,2.18,3.19,4.31,81.99,2.15,6.65,5.21,2.92,2.96,2.87,57.01,6.23,37.25,,932,96.46,56.24,1.72,16.74,1973,2.17,0.17,111000,139900,174700,63700,421,501,633,212,563,27,24.5,12,91,,11.55,43.84,36.88,63.32,81.67,,,,,,,,,,,,,,,,,,37.1,2078.7,1.5,,,,,,,951.34
Covingtoncity,GA,,,,10026,2.75,45.42,54.12,0.15,0.99,15.26,27.91,14.37,13.78,,,21344,71.24,0.49,24.08,33.3,13.52,16.17,27045,10376,13898,6420,,165,457,3143,2298,23.6,23.98,49.73,8.74,11.64,51.04,29.21,16.9,28.2,16.2,11.8,30.67,14.37,13.27,3.27,54.39,43.88,66.72,55,58.86,65.2,907,10.3,91,31.87,31.87,31.87,31.87,0.29,0.29,0.29,0.29,97.58,0.53,7.73,5.49,2.68,2.67,2.69,50.27,6.12,50.68,,269,93.13,50.47,1.86,24.54,1964,13.36,3.19,42900,59400,80100,37200,163,263,360,197,372,29.9,22.2,12.9,,,0.91,87.18,57.3,85.86,96.07,,,,,,,,,,,,,,,,,,12.4,806.5,0.64,,,,,,,1334.6
Tivertontown,RI,,70880,,14312,2.69,0.25,99.26,0.32,1.12,13.09,24.14,12.08,13.46,8557,59.79,36170,75.43,1.7,50.94,32.46,5.95,22.83,41127,16023,16037,,15200,10051,,19928,799,5.59,13.46,29.53,19.05,5.39,64.42,17.66,24.61,13.22,25.54,6.22,26.35,7.94,7.11,3.09,85.67,82.38,90.23,76.12,60.72,72.81,82,0.76,625,2.4,3.84,7.36,7.36,0.1,0.17,0.32,0.32,88.07,1.5,3.89,3.02,2.69,2.78,2.26,85.04,,37.66,,352,93.8,82.19,2.84,55.97,1960,0.54,0.56,109100,141100,180600,71500,301,440,606,305,538,26.8,22.4,14.8,,,4.37,18.12,70.45,83.74,85.68,,,,,,,,,,,,,,,,,,30.4,470.5,0.4,,,,,,,48.01
Stowcity,OH,153,74944,,27702,2.75,1.08,97.1,1.62,0.51,13.07,24.99,11.28,8.35,27702,100,39638,85.37,0.73,53.75,18.95,2.49,16.42,44306,16310,16252,13145,9122,25881,1892,11141,836,3.06,3.77,14.05,30.43,3.14,68.85,25.18,26.22,10.67,35.56,7.11,24.69,10.27,8.75,3.16,84.99,84.64,96.18,81.85,55.75,64.92,189,0.97,963,6.33,18.9,22.74,29.39,0.22,0.66,0.79,1.02,95.21,0.34,3.4,2.62,2.72,2.94,2.12,78.26,0.76,36.6,,376,96.41,72.2,0.27,43.88,1971,0.26,,65700,83700,108100,42400,350,414,494,144,521,21.8,20.8,12.6,,,3.48,71.59,52.6,80.25,90.54,,,,,,,,,,,,,,,,,,17.8,1560.3,0.93,,,,,,,98.95
Hackensackcity,NJ,,28680,,37049,2.25,24.77,66.36,3.67,15.1,9.28,27.33,11.67,12.89,37049,100,38976,82.16,0.37,42.98,24.5,5.77,10.97,46171,20217,23489,13980,14781,16104,10533,12174,2483,6.97,10.14,25.57,25.74,5.79,66.31,18.98,22.84,13.29,28.44,12.03,40.11,14.24,13.16,2.93,64.59,59.14,69.09,58.91,61.7,69.42,1631,6.97,8711,15.39,24.34,37.27,47.51,3.62,5.72,8.76,11.17,72.32,6.31,5.19,2.87,2.16,2.47,,39.46,6.27,77.88,,1241,92.99,34.55,1.69,33.28,1962,2.75,0.94,156500,186300,226500,70000,496,639,791,295,693,25.5,24.8,18.9,81,,23.51,41.74,52.19,79.47,84.79,109,289.62,107,284.31,36907,98065.6,338.6,289.6,74.61,91.74,5.5,2.75,,8.26,14,10,24.6,4.3,8684.7,14.4,34,5127534,98.17,,12.84,136243.8,441.08
Pearlandcity,TX,,,,18697,2.84,1.67,90.93,1.44,12.36,14.12,25.46,11.54,7.16,18716,100,42565,90.09,1.19,44.12,16.33,1.83,9.82,48113,17437,17941,14745,16559,19609,9182,11610,879,4.74,5.5,14.97,22.1,3.13,72.23,18.1,21.76,8.71,30.13,8.75,22.55,11.98,10.41,3.16,80.74,79.57,92.33,79.46,60.77,72.37,180,1.43,648,16.82,22.38,25.77,42.9,0.58,0.78,0.89,1.49,89.02,1.55,3.73,3.05,2.82,2.97,2.47,73.93,4.04,29.09,,236,96.54,70.23,2.54,51.69,1976,2.28,0.54,61800,75000,98100,36300,313,371,453,140,469,23,20.8,11.3,,,3.46,69.24,49.72,70.26,93.34,,,,,,,,,,,,,,,,,,20.4,916.2,0.65,,,,,,,204.68
Montgomerytownship,PA,91,50640,,12179,2.66,1.63,92.86,5.09,0.87,9.28,21.33,8.42,11.93,9724,79.95,52193,86.35,1.86,64.4,25.83,1.55,18.61,57406,21465,21799,26276,27652,14130,,54648,131,1.08,3.75,12.21,35.98,2.8,71.82,28.52,21.21,8.64,38.17,,20.89,7.86,6.97,3.02,90.39,89.38,95.84,88.3,61.62,68.51,21,0.26,833,4.68,8.16,16.33,24.49,0.32,0.56,1.12,1.68,91.86,1.51,2.78,2.16,2.64,2.66,2.48,91.48,0.76,27.83,,246,94.9,90.94,0.81,28.86,1984,0.22,0.42,133800,172700,214700,80900,564,674,838,274,847,24.3,24.4,11.1,,,6.85,73.92,41.49,68.26,87.67,,,,,,,,,,,,,,,,,,11,1102.3,2.65,,,,,,,56.51
Kannapoliscity,NC,,,,29696,2.47,17.99,81.32,0.24,0.63,12.92,25.84,12.84,17.12,29696,100,22369,73.24,0.39,28.29,35.48,6.25,19.83,28237,11031,11837,7463,26480,6400,2825,3338,3447,11.76,20.22,41.29,7.73,5.85,59.06,37.1,14.75,29.16,17.14,11.9,24.07,14.13,13.12,2.94,68.14,61.63,73.7,70.71,66.28,74.13,852,3.43,146,9.59,35.62,40.41,57.53,0.05,0.18,0.2,0.28,97.3,0.29,3.7,2.62,2.44,2.41,2.49,62.81,3.3,60.79,,699,94.5,63.52,3.58,38.05,1956,9.1,0.84,34700,46700,66300,31600,150,239,299,149,339,23.2,17.8,12.7,,,0.49,79.88,60.95,81.04,92.81,,,,,,,,,,,,,,,,,,16.3,1826.3,0.37,,,,,,,474.31
Fresnocity,CA,,,,354202,2.91,8.3,59.18,12.52,29.87,15.24,29.81,14.69,8.98,354202,100,24923,74.09,0.98,30.81,22.5,19.61,13.2,28336,11528,14818,7519,9110,6208,6595,7044,83108,24.04,15.86,30.99,19.09,8.52,55.69,9.2,27.67,12.25,27.66,10.89,34.97,16.43,13.8,3.43,63.59,60.87,69.84,66.27,45.13,54.85,17037,6.28,60735,22.07,33.98,44.86,59.59,3.78,5.83,7.69,10.22,66.92,9.85,11.46,7.96,2.84,2.75,2.93,46.61,13.15,55.94,,7597,94.13,48.22,4.54,22.48,1970,4.18,0.81,62100,80300,107000,44900,296,369,451,155,441,30.1,22.6,12.3,668,124,17.15,58.39,40.03,77.37,89.63,429,110.43,411,105.79,292594,75314.7,682,110.4,88.55,69.93,7.69,20.28,1.4,29.37,42,14,331,102.7,3448.5,2.17,134,45850800,95.8,,9.79,118021.6,1418.55
Brownsvillecity,TX,,,,98962,3.76,0.2,84.77,0.3,90.14,21.08,33.08,16.68,7.94,98962,100,15890,75.55,0.84,19.43,24.53,21.71,8.51,16889,6284,6320,8155,7400,19133,5714,5258,42594,43.86,40.23,54.51,12.21,15.3,47.39,14.11,25.51,16.21,23.96,6.4,34.38,12.22,9.56,4.13,70.02,62.55,78.54,73.11,47.64,52.65,3856,4.28,28569,11.16,17.46,25.29,38.51,3.22,5.04,7.3,11.12,12.66,24.08,21.96,18.27,3.7,3.86,3.49,58.3,28.68,59.71,,2670,90.79,55.77,5.51,34.12,1973,16.97,3.15,27600,39900,59800,32200,162,236,317,155,292,28.6,21.2,13.1,27,,28.87,60.23,58.78,87.83,91.61,144,125.19,137,119.1,73000,63462.3,506.9,125.2,100,16.67,,83.33,,83.33,,,256.9,28.9,3423.3,2.4,65,6814382,95.14,,4.86,59240.6,953.67
SulphurSpringscity,TX,,,,14062,2.57,14.25,83.86,0.32,3.4,13.68,25.52,12.35,16.19,,,20298,67.59,2.58,28.69,33.47,8.02,14.09,25941,10443,11122,6240,13522,29009,6394,5867,2574,18.84,13.14,36.28,12.31,7.88,55.85,17.44,19.77,19.85,17.39,10.34,21.02,13.39,12.01,3.06,74.41,70.78,74.63,78.92,73.4,76.75,275,2.23,242,15.29,19.01,38.84,45.45,0.26,0.33,0.67,0.78,95.97,0.46,,2.78,2.5,2.5,2.49,62.25,3.84,50.23,,909,85.74,62.13,1.21,49.39,1969,10.54,1.13,30800,45000,62700,31900,199,255,316,117,335,25,20.5,15.1,,,1.72,80.17,44.84,78.96,94.78,,,,,,,,,,,,,,,,,,18.1,777.6,0.28,,,,,,,1215.48
Fullertoncity,CA,,,,114144,2.79,2.17,74.65,12.18,21.29,14.83,31.81,16.71,9.13,114144,100,41921,84.84,0.67,44.88,18.57,4.8,14.74,48604,19098,21128,14468,21406,15771,9029,9958,10985,9.81,7.99,17.28,29.83,4.66,68.2,23.1,20.32,12.09,31.32,9.39,37.01,13,11.2,3.24,76.35,71.47,83.44,77.86,56.94,64.08,2012,2.58,26981,20.05,31.6,40.84,51.59,4.74,7.47,9.65,12.2,68.81,8.75,8.88,6.23,2.74,2.83,2.64,56.76,11.05,52.97,,2084,95.15,55.1,0.86,8.16,1966,1.95,0.18,182300,234600,341400,159100,559,659,791,232,706,29.4,23.5,11.3,64,27,23.64,41.83,44.7,73.67,86.59,151,128.57,137,116.65,50882,43322.3,337,128.6,86.57,87.42,,9.93,1.99,11.92,11,14,172.7,22.9,4980.1,2.35,67,14970607,90.73,10,7.28,127463.7,530.44
